,ticker,date,time,title,compound,Close,day1_high,day1_low,arima_value,arima_res,prediction,observation
0,RDY,May-27-22,10:15AM  ,"Dr. Reddy's Laboratories Announces the Launch of Pemetrexed for Injection USP, in the U.S. Market",0.0,56.310001373291016,0.0,0.0,0.0,0,Neutral,positive
1,RDY,May-24-22,01:40PM  ,"Dr. Reddy's Laboratories and Senores Pharmaceuticals, Inc. announce the launch of Ketorolac Tromethamine Tablets USP, 10 mg in the U.S. market",0.0,56.47999954223633,56.1,55.36,0.0,0,Neutral,negative
2,RDY,May-20-22,09:50AM  ,"Dr. Reddy's (RDY) Q4 Earnings Decline Y/Y, Sales Increase",0.3182,55.029998779296875,55.95,55.0,55.15411521738846,1,Increase,Success
3,RDY,Apr-20-22,12:41PM  ,Dr. Reddy's Laboratories Announces the Launch of Posaconazole Delayed-Release Tablets in the U.S. Market,0.0,56.77000045776367,56.99,55.66,0.0,0,Neutral,negative
4,RDY,Apr-05-22,06:52AM  ,"Dr. Reddy's Laboratories Announces the Launch of Methylprednisolone Sodium Succinate for Injection, USP in the U.S. Market",0.0,56.66999816894531,56.37,55.85,0.0,0,Neutral,positive
5,RDY,Apr-01-22,08:00AM  ,Dr. Reddy's Laboratories and MediCane Health Announce the Launch of Medical Cannabis Products in Germany,0.0,55.81999969482422,56.95,56.35,0.0,0,Neutral,positive
6,RDY,Mar-27-22,01:09AM  ,What Kind Of Investors Own Most Of ReadyTech Holdings Limited (ASX:RDY)?,-0.2263,55.22999954223633,56.98,56.13,56.229047848358704,1,Neutral,positive
7,RDY,Feb-09-22,09:17AM  ,"Dr. Reddy's Laboratories Announces the Launch of Its Authorized Generic Version of VASOSTRICT® (vasopressin injection, USP) Vials in the U.S. Market",0.0,58.209999084472656,58.2,56.91,0.0,0,Neutral,negative
8,RDY,Feb-03-22,09:33AM  ,Dr. Reddy's Laboratories Enters Into Definitive Agreement to Acquire German Medical Cannabis Firm Nimbus Health GmbH,0.4939,58.13999938964844,58.09,57.57,57.969822618663216,-1,Neutral,negative
9,RDY,Feb-02-22,04:15AM  ,Dr. Reddys Included in S&P Globals Sustainability Yearbook for the 2nd Year and Bloomberg Gender-Equality Index for the 5th Year in a Row,0.0,58.56999969482422,58.42,57.91,0.0,0,Neutral,negative
10,RDY,Jan-31-22,01:10PM  ,"Dr. Reddy's (RDY) Q3 Earnings, Sales Increase Year Over Year",0.3182,57.5,57.4,56.83,57.36211123788851,-1,Neutral,positive
11,RDY,Jan-31-22,09:38AM  ,"ARGA Investment Management, LP Buys Petroleo Brasileiro SA Petrobras, Trip. ...",0.0,57.5,57.4,56.83,0.0,0,Neutral,positive
12,RDY,Jan-04-22,06:18AM  ,UPDATE 1-Dr Reddy's to launch generic COVID-19 Merck drug at about 50 cents a pill,0.0,64.72000122070312,65.02,63.69,0.0,0,Neutral,negative
13,RDY,Dec-15-21,01:49PM  ,Dr. Reddys and Prestige BioPharma announce partnership to commercialize biosimilar for cancer treatment in select countries in Latin America and Southeast Asia,-0.6597,60.459999084472656,61.94,60.46,60.450402580220995,-1,Decrease,Failure
14,RDY,Dec-14-21,12:20PM  ,Prestige BioPharma and Dr. Reddys Announce Partnership to Commercialize Trastuzumab Biosimilar in Select Countries in Latin America and Southeast Asia,0.0,60.79999923706055,60.57,59.8,0.0,0,Neutral,negative
15,RDY,Dec-09-21,11:47PM  ,Dr. Reddy's Laboratories Announces the Launch of Venlafaxine ER Tablets in the U.S. Market,0.0,60.59000015258789,60.7,60.25,0.0,0,Neutral,positive
16,RDY,Dec-09-21,03:18AM  ,"Dr. Reddy's Laboratories Announces the Launch of Valsartan Tablets, USP in the U.S. Market",0.0,60.59000015258789,60.7,60.25,0.0,0,Neutral,positive
17,RDY,Dec-09-21,12:50AM  ,Prestige BioPharma and Dr. Reddys announce partnership to commercialize trastuzumab biosimilar in select countries in Latin America and Southeast Asia,0.0,60.59000015258789,60.7,60.25,0.0,0,Neutral,positive
18,RDY,Dec-08-21,09:00PM  ,Prestige BioPharma and Dr. Reddys announce partnership to commercialize trastuzumab biosimilar in select countries in Latin America and Southeast Asia,0.0,60.66999816894531,61.0,60.34,0.0,0,Neutral,negative
19,RDY,Nov-16-21,07:33AM  ,Dr. Reddy's Ready To Make COVID-19 Antiviral From Pfizer - Reuters,0.3612,64.11000061035156,64.17,63.42,64.03921738785033,-1,Neutral,negative
20,RDY,Nov-01-21,11:50AM  ,"Dr. Reddy's (RDY) Q2 Earnings, Sales Increase Year Over Year",0.3182,63.560001373291016,63.75,62.72,63.569513866606755,1,Increase,Success
21,RDY,Oct-29-21,08:59AM  ,"Dr. Reddy's Laboratories Announces the Launch of Ephedrine Sulfate Injection USP, 50 mg/mL, Single-Dose Vial in the U.S. Market",0.0,61.439998626708984,63.93,62.94,0.0,0,Neutral,positive
22,RDY,Oct-19-21,12:14AM  ,Dr. Reddy's Laboratories Announces Approval for Lenalidomide Capsules from the U.S. Food and Drug Administration (USFDA),0.4767,63.84000015258789,64.19,63.04,63.71417625223431,-1,Neutral,negative
23,RDY,Oct-15-21,01:40PM  ,"Dr. Reddy's Laboratories Announces the Launch of Carmustine for Injection, USP in the U.S. Market",0.0,66.01000213623047,65.38,64.57,0.0,0,Neutral,negative
24,RDY,Sep-09-21,08:30AM  ,"Beroni Group Received Approval for 43.5% R&D Rebate from Australian Government for the Novel, Potential Anti-Cancer Drug PENAO",0.6597,65.75,66.17,65.63,65.66034204389379,-1,Neutral,positive
25,RDY,Sep-07-21,07:30AM  ,Citius Pharmaceuticals Acquires Dr. Reddy's Laboratories' License for Late-Phase 3 Oncology Immunotherapy (E7777) for the Treatment of Cutaneous T-Cell Lymphoma and other Cancer Indications,-0.6597,66.5199966430664,66.43,65.64,66.46407317495998,-1,Decrease,Success
26,RDY,Sep-04-21,01:11AM  ,"Dr. Reddys Laboratories enters into definitive agreement with Citius Pharmaceuticals, Inc. to sell its rights to anti-cancer agent E7777 (denileukin diftitox)",0.4939,66.5199966430664,66.43,65.64,67.11414959116064,1,Increase,Failure
27,RDY,Sep-02-21,12:12AM  ,"Dr. Reddy's Laboratories Canada announces the launch of Reddy-Lenalidomide, one of the first generic medications of its kind for the Canadian Market",0.5267,66.69999694824219,67.14,66.71,66.75744009311423,1,Increase,Success
28,RDY,Aug-31-21,02:43AM  ,"Dr. Reddy's Laboratories Announces the Launch of Chlordiazepoxide Hydrochloride and Clidinium Bromide Capsules, USP in the U.S. Market",0.0,64.20999908447266,65.69,64.59,0.0,0,Neutral,positive
29,RDY,Aug-18-21,08:30AM  ,"Beroni Initiates Manufacture of its Novel, Potential Anti-Cancer Drug PENAO",0.3182,62.119998931884766,62.68,62.22,62.162105823893896,1,Increase,Success
30,RDY,Aug-04-21,10:32AM  ,"Dr. Reddys Laboratories Announces Entry Into Definitive Agreement with BioDelivery Sciences International, Inc., to Sell its U.S. and Canada Territory Rights for ELYXYB (celecoxib oral solution) 25 mg/mL",0.4939,63.720001220703125,64.4,63.88,63.772712332501605,1,Increase,Success
31,RDY,Aug-03-21,08:32AM  ,"Dr. Reddys Announces the Re-Launch of Over-the-Counter Naproxen Sodium Tablets USP, 220 mg, Store-Brand Equivalent of Aleve® in the U.S. Market",0.0,63.290000915527344,64.2,63.63,0.0,0,Neutral,positive
32,RDY,Jul-29-21,04:00PM  ,DrReddy's Laboratories Ltd (RDY) Q1 2022 Earnings Call Transcript,0.0,63.290000915527344,63.51,62.43,0.0,0,Neutral,positive
33,RDY,Jul-27-21,12:38PM  ,"Dr. Reddy's (RDY) Q1 Earnings Decline Y/Y, Sales Increase",0.3182,63.619998931884766,64.01,62.99,63.37990561431329,-1,Neutral,negative
34,RDY,Jun-30-21,11:58PM  ,Dr. Reddy's Laboratories Announces Filing of Annual Report on Form 20-F,0.0,73.51000213623047,75.29,74.26,0.0,0,Neutral,positive
35,RDY,Jun-30-21,11:29AM  ,"Dr. Reddy's Lab, Fortress Biotech Ink DFD-29 Collaboration Pact For Chronic Skin Disorder",-0.4019,73.51000213623047,75.29,74.26,73.59111866510615,1,Neutral,positive
