,ticker,date,time,title,compound,Close,day1_high,day1_low,arima_value,arima_res,prediction,observation
0,MMYT,May-25-22,04:06PM  ,Exclusive Amazon Partnership Could Broaden MakeMyTrips India Reach,0.3182,25.93000030517578,29.39,26.2,26.092183105720135,1,Increase,Success
1,MMYT,May-25-22,03:00PM  ,MakeMyTrip (MMYT) Q4 2022 Earnings Call Transcript,0.0,25.93000030517578,29.39,26.2,0.0,0,Neutral,positive
2,MMYT,May-25-22,10:45AM  ,"At US$25.18, Is MakeMyTrip Limited (NASDAQ:MMYT) Worth Looking At Closely?",0.0,25.93000030517578,29.39,26.2,0.0,0,Neutral,positive
3,MMYT,May-25-22,08:54AM  ,MakeMyTrip Tops Q4 On Gradual Recovery Of Domestic Travel,0.5106,25.93000030517578,29.39,26.2,26.092183105720135,1,Increase,Success
4,MMYT,May-12-22,10:00AM  ,"MakeMyTrip Limited to Report Fiscal 2022 Fourth Quarter and Full Year Financial & Operating Results on May 25, 2022",-0.2263,22.670000076293945,23.81,23.01,22.88031677922235,1,Neutral,positive
5,MMYT,May-07-22,08:26AM  ,"Shareholders in MakeMyTrip (NASDAQ:MMYT) have lost 39%, as stock drops 9.3% this past week",-0.3182,22.479999542236328,23.65,21.36,23.219398675964573,1,Neutral,positive
6,MMYT,Apr-12-22,06:30AM  ,When Will MakeMyTrip Limited (NASDAQ:MMYT) Turn A Profit?,0.25,25.0,26.72,25.36,25.057844767855848,1,Increase,Success
7,MMYT,Mar-05-22,06:18AM  ,Is MakeMyTrip (NASDAQ:MMYT) A Risky Investment?,-0.2023,20.450000762939453,21.41,20.06,22.92890966047633,1,Neutral,positive
8,MMYT,Jan-27-22,05:38PM  ,"Bessemer Group Inc Buys NVIDIA Corp, Intuit Inc, Northrop Grumman Corp, Sells PayPal Holdings ...",0.0,23.309999465942383,24.67,22.58,0.0,0,Neutral,positive
9,MMYT,Jan-25-22,05:00PM  ,MakeMyTrip (MMYT) Q3 2022 Earnings Call Transcript,0.0,24.540000915527344,25.86,22.56,0.0,0,Neutral,positive
10,MMYT,Jan-25-22,07:45AM  ,MakeMyTrip Limited Announces Fiscal 2022 Third Quarter Financial & Operating Results,-0.2263,24.540000915527344,25.86,22.56,24.568858489825548,1,Neutral,positive
11,MMYT,Jan-24-22,08:15AM  ,Is MakeMyTrip Limited (NASDAQ:MMYT) Trading At A 21% Discount?,-0.2263,25.170000076293945,25.31,23.95,25.126083237785586,-1,Decrease,Success
12,MMYT,Jan-17-22,11:34AM  ,"MakeMyTrip Limited to Report Fiscal 2022 Third Quarter Financial & Operating Results on January 25, 2022",-0.2263,27.059999465942383,28.33,26.54,26.745201982454795,-1,Decrease,Success
13,MMYT,Dec-31-21,11:26AM  ,"Booking Holdings (BKNG) Acquires Getaroom, Bolsters Priceline",0.0,27.709999084472656,29.25,27.85,0.0,0,Neutral,negative
14,MMYT,Dec-27-21,11:38PM  ,"Advisors' Inner Circle Fund III Buys Devon Energy Corp, Deere, Country Garden Holdings Co, ...",0.2732,28.989999771118164,29.05,28.16,29.055085684160577,1,Increase,Success
15,MMYT,Dec-08-21,08:52AM  ,Should You Investigate MakeMyTrip Limited (NASDAQ:MMYT) At US$27.18?,-0.2263,28.899999618530273,29.23,28.03,29.15602277481613,1,Neutral,negative
16,MMYT,Dec-06-21,07:38PM  ,"Bernstein Sanford C Fund Inc Buys MakeMyTrip, Max Financial Services, Kia Corp, Sells Samsung ...",-0.6369,26.15999984741211,28.12,27.11,26.32314094527574,1,Neutral,positive
17,MMYT,Dec-06-21,07:38PM  ,"Ab Cap Fund, Inc. Buys PetroChina Co, Samsung SDI Co, Polski Koncern Naftowy ORLEN SA, Sells ...",0.0,26.15999984741211,28.12,27.11,0.0,0,Neutral,positive
18,MMYT,Dec-03-21,09:01AM  ,9 Best Indian Stocks to Buy Right Now,0.6369,24.610000610351562,27.03,24.32,24.550020931354965,-1,Neutral,positive
19,MMYT,Nov-01-21,06:54AM  ,MakeMyTrip India to Offer Travel Services on Amazon,0.1779,32.970001220703125,34.27,32.26,32.85625750914913,-1,Neutral,positive
20,MMYT,Oct-30-21,08:25AM  ,Here's Why MakeMyTrip Stock Is Making Big Gains,0.34,32.970001220703125,34.27,32.26,31.138125894363306,-1,Neutral,positive
21,MMYT,Oct-26-21,01:00PM  ,MakeMyTrip Limited (MMYT) Q2 2022 Earnings Call Transcript,-0.2263,28.520000457763672,33.34,28.9,28.782540680022063,1,Neutral,positive
