,ticker,date,time,title,compound,Close,day1_high,day1_low,arima_value,arima_res,prediction,observation
0,TTM,May-28-22,10:54AM  ,Cars and 'collabs': luxury watchmakers turn to autos for inspiration,0.5267,429.6000061035156,0.0,0.0,431.04347517299703,1,Increase,Failure
1,TTM,May-26-22,03:08PM  ,Jaguar Land Rover threatens to shift electric car battery production to Europe,-0.3818,420.70001220703125,433.0,424.0,420.4261154075822,-1,Decrease,Failure
2,TTM,May-23-22,03:09AM  ,India's Mahindra to explore more partnerships for EV parts -CEO,0.0,421.6000061035156,427.5,416.0,0.0,0,Neutral,negative
3,TTM,May-13-22,05:53PM  ,Range Rover Sport to go electric as Jaguar Land Rover grapples with chip crisis,-0.6249,404.3500061035156,411.85,396.2,399.3950119793327,-1,Decrease,Success
4,TTM,May-13-22,12:25AM  ,Indian shares track broader Asian stocks higher; Reliance jumps,0.296,404.3500061035156,411.85,396.2,399.3950119793327,-1,Neutral,positive
5,TTM,May-13-22,12:25AM  ,Indian shares end lower on SBI slump,0.0,404.3500061035156,411.85,396.2,0.0,0,Neutral,positive
6,TTM,May-12-22,07:28AM  ,UPDATE 2-Tata Motors warns of price and chip risks as demand improves,-0.0516,372.1000061035156,415.75,386.3,373.15470934346797,1,Neutral,positive
7,TTM,May-11-22,10:47AM  ,"India's Tata Group readying plan for battery company in India, abroad",0.0,387.8999938964844,384.35,366.05,0.0,0,Neutral,positive
8,TTM,May-11-22,10:22AM  ,"India's Tata Group readying plan for battery company in India, abroad",0.0,387.8999938964844,384.35,366.05,0.0,0,Neutral,positive
9,TTM,May-01-22,07:09PM  ,"Tata, India's electric vehicle king, takes a frugal road less travelled",0.0,432.75,440.55,420.9,0.0,0,Neutral,negative
10,TTM,May-01-22,07:00PM  ,"FOCUS-Tata, India's electric vehicle king, takes a frugal road less travelled",0.0,432.75,440.55,420.9,0.0,0,Neutral,negative
11,TTM,Apr-29-22,07:43AM  ,UPDATE 1-Tata Motors maps out long-range EVs for India and beyond,0.0,437.54998779296875,443.0,428.5,0.0,0,Neutral,negative
12,TTM,Apr-29-22,05:21AM  ,Tata Motors maps out long-range EVs for India and beyond,0.0,437.54998779296875,443.0,428.5,0.0,0,Neutral,negative
13,TTM,Apr-06-22,04:48AM  ,India's Tata Motors plans longer range EVs in 2 years with new design,0.0,456.1499938964844,459.0,448.3,0.0,0,Neutral,negative
14,TTM,Apr-06-22,04:39AM  ,India's Tata Motors plans longer range EVs in 2 years with new design,0.0,456.1499938964844,459.0,448.3,0.0,0,Neutral,negative
15,TTM,Apr-01-22,10:02AM  ,Car sales in India rise but automakers warn of supply chain disruptions,-0.5719,441.1000061035156,449.35,441.35,440.30741968822997,-1,Decrease,Failure
16,TTM,Mar-30-22,03:58PM  ,Lotus unveils the world's first electric hyper-SUV  the Eletre,0.0,435.6499938964844,438.25,432.45,0.0,0,Neutral,positive
17,TTM,Mar-30-22,03:17PM  ,Pandemic-fueled luxury car boom is to here to stay: J.D. Power,0.0,435.6499938964844,438.25,432.45,0.0,0,Neutral,positive
18,TTM,Mar-29-22,03:36AM  ,Tata Motors says 20% rise in battery cell costs increasing short-term pressure,-0.296,433.54998779296875,442.35,434.6,433.6421237270879,1,Neutral,positive
19,TTM,Mar-25-22,12:57PM  ,Jaguar Land Rover in talks for British gigafactory,0.0,432.04998779296875,434.95,426.35,0.0,0,Neutral,positive
20,TTM,Mar-17-22,02:03PM  ,Fed Trying to Play Catch-Up (Capital Market Research) (Weekly Market Outlook),0.34,433.79998779296875,436.05,427.1,433.43111908945355,-1,Neutral,negative
21,TTM,Mar-01-22,07:33PM  ,Jaguar Land Rover suspends sales to Russia,0.0,447.6000061035156,459.95,435.0,0.0,0,Neutral,negative
22,TTM,Mar-01-22,11:01AM  ,Carmakers hit the brakes on Russia as sanctions bite,0.0,447.6000061035156,459.95,435.0,0.0,0,Neutral,negative
23,TTM,Mar-01-22,07:34AM  ,"UPDATE 2-Jaguar, Aston Martin pause Russian deliveries over sanctions",0.0,447.6000061035156,459.95,435.0,0.0,0,Neutral,negative
24,TTM,Feb-25-22,06:00AM  ,5 Autonomous Vehicles Stocks to Buy as Nvidia-Jaguar Deal Revs Up,0.0,459.6000061035156,457.25,442.3,0.0,0,Neutral,negative
25,TTM,Feb-25-22,03:59AM  ,UK car production plummets to 13-year low in January,-0.2732,459.6000061035156,457.25,442.3,452.05887348364195,-1,Decrease,Success
26,TTM,Feb-17-22,11:00AM  ,"Nvidia Flexed Its Muscles Again, So Why Is It Down After Earnings?",0.0,500.0,502.75,491.5,0.0,0,Neutral,negative
27,TTM,Feb-16-22,09:07AM  ,"Jaguar Land Rover, Nvidia ally in vehicle software arms race",0.0,498.20001220703125,511.4,498.3,0.0,0,Neutral,negative
28,TTM,Feb-16-22,09:00AM  ,"Jaguar Land Rover, Nvidia ally in vehicle software arms race",0.0,498.20001220703125,511.4,498.3,0.0,0,Neutral,negative
29,TTM,Jan-31-22,05:22AM  ,"JLR owner Tata Motors posts quarterly loss, warns of higher costs",-0.4019,517.5,514.65,493.2,521.5956101587756,1,Neutral,negative
30,TTM,Jan-27-22,05:38PM  ,"Investors Research Corp Buys SPDR Portfolio S&P 500 Growth ETF, VictoryShares Dividend ...",0.3818,494.25,509.3,495.5,495.3782938267475,1,Increase,Success
31,TTM,Jan-13-22,10:27AM  ,Alternative Asset Management Firm TPG Launches IPO,0.3612,511.95001220703125,515.3,505.65,515.8620734803677,1,Increase,Success
32,TTM,Dec-20-21,05:05AM  ,You wont believe what people are paying for cars now,0.0,447.1499938964844,460.9,450.05,0.0,0,Neutral,positive
33,TTM,Dec-12-21,01:23PM  ,Jaguar and Porsche back pay-later app for car repairs,0.0,495.25,492.0,483.35,0.0,0,Neutral,negative
34,TTM,Dec-08-21,01:34PM  ,Top Car Stocks for Q1 2022,0.2023,493.75,498.9,489.6,499.28559922377246,1,Increase,Success
35,TTM,Dec-03-21,09:01AM  ,9 Best Indian Stocks to Buy Right Now,0.6369,480.0,482.4,465.95,480.17644537638114,1,Increase,Success
36,TTM,Dec-01-21,04:43AM  ,India's biggest car dealer Popular plans $100 million listing - source,0.4215,475.3500061035156,480.2,471.75,473.4111395584497,-1,Neutral,positive
37,TTM,Nov-17-21,01:47PM  ,New Range Rover makes its U.S. debut at LA Auto Show,0.0,530.2999877929688,534.35,501.35,0.0,0,Neutral,negative
38,TTM,Nov-10-21,04:30AM  ,Six major car makers to phase out petrol and diesel cars by 2040,0.0,510.79998779296875,519.0,501.05,0.0,0,Neutral,positive
39,TTM,Nov-09-21,07:00PM  ,"Six major carmakers agree to phase out fossil-fuel vehicles by 2040, UK says",0.3612,509.75,515.9,500.05,509.12012664124836,-1,Neutral,negative
40,TTM,Nov-02-21,12:30AM  ,Tata Motors (TTM) Q2 2022 Earnings Call Transcript,0.0,487.79998779296875,495.05,482.0,0.0,0,Neutral,positive
41,TTM,Nov-01-21,08:00PM  ,Chip Dip and Carbon Footprint Bills Trap Jaguar,-0.3182,485.70001220703125,509.95,486.45,488.4289767163115,1,Neutral,positive
42,TTM,Nov-01-21,09:09AM  ,Skoda to make quarter of a million fewer cars this year due to chip shortage,-0.25,485.70001220703125,509.95,486.45,488.4289767163115,1,Neutral,positive
43,TTM,Nov-01-21,08:39AM  ,Skoda to make quarter of a million fewer cars this year due to chip shortage,-0.25,485.70001220703125,509.95,486.45,488.4289767163115,1,Neutral,positive
44,TTM,Nov-01-21,08:13AM  ,Chip crisis halves Jaguar Land Rover sales,-0.6249,485.70001220703125,509.95,486.45,488.4289767163115,1,Neutral,positive
45,TTM,Nov-01-21,06:50AM  ,India's Tata Motors says EV waiting period at six months on chip shortage,-0.25,485.70001220703125,509.95,486.45,488.4289767163115,1,Neutral,positive
46,TTM,Oct-19-21,12:02PM  ,33 Stocks Moving In Tuesday's Mid-Day Session,0.0,482.1000061035156,497.0,471.0,0.0,0,Neutral,positive
47,TTM,Oct-13-21,12:30AM  ,"JLR parent Tata Motors surges nearly 20% on TPG fundraise, EV plans",0.0,506.75,532.4,491.95,0.0,0,Neutral,negative
48,TTM,Oct-13-21,12:27AM  ,Jaguar Land Rover Owner's Stock Soars on $1 Billion EV Deal,0.0,506.75,532.4,491.95,0.0,0,Neutral,negative
49,TTM,Oct-13-21,12:10AM  ,Tata Motors lifts Indian shares to record highs on EV investment pledge,0.296,506.75,532.4,491.95,513.6219873566512,1,Increase,Success
50,TTM,Oct-13-21,12:10AM  ,Indian shares hit record highs as Tata Motors soars on EV plans,0.296,506.75,532.4,491.95,513.6219873566512,1,Increase,Success
51,TTM,Oct-12-21,03:43PM  ,Tata Motors Stock Soars on Big Electric Vehicle Move,0.0,420.79998779296875,519.95,462.85,0.0,0,Neutral,positive
52,TTM,Oct-12-21,03:33PM  ,Tata Motors To Raise $1B In Passenger Electric Vehicle Business,0.0,420.79998779296875,519.95,462.85,0.0,0,Neutral,positive
53,TTM,Oct-12-21,12:39PM  ,Shares of Tata Motors Ltd. Rise to a New 52-Week High,0.296,420.79998779296875,519.95,462.85,423.23204128402523,1,Increase,Success
54,TTM,Oct-12-21,10:00AM  ,UPDATE 3-Tata Motors to invest $2 bln in EVs after fundraise from TPG,0.0,420.79998779296875,519.95,462.85,0.0,0,Neutral,positive
55,TTM,Oct-12-21,08:30AM  ,"5 Top Stock Gainers for Tuesday: MGM Resorts, Airbnb, Valvoline",0.2023,420.79998779296875,519.95,462.85,423.23204128402523,1,Increase,Success
